template_id,judge_template_id,debate_template_id,debate_id,side_swap_group_id,topic_id,proposition_text,model_pro,model_con,debate_protocol_fingerprint,side_swap,judge_model,judge_family,prompt_path,raw_response_path,judge_protocol_fingerprint,presented_side_a_source,presented_side_b_source,winner_presented,winner_side,winner_model,signed_margin_presented,signed_margin,normalized_signed_margin,legacy_tie_band_applied,judge_margin_scale_factor,judge_margin_calibration_status,judge_margin_calibration_sample_count,judge_margin_calibration_judge_median_abs_margin,judge_margin_calibration_global_median_abs_margin,margin,confidence,entertainment_value,reasoning,notable_rebuttals,parse_ok,parse_warning,prompt_missing,prompt_side_mapping_source,argument_strength_a,argument_strength_b,argument_strength_con,argument_strength_pro,grounding_and_epistemic_discipline_a,grounding_and_epistemic_discipline_b,grounding_and_epistemic_discipline_con,grounding_and_epistemic_discipline_pro,originality_of_argument_a,originality_of_argument_b,originality_of_argument_con,originality_of_argument_pro,rebuttal_quality_a,rebuttal_quality_b,rebuttal_quality_con,rebuttal_quality_pro,rhetorical_effectiveness_a,rhetorical_effectiveness_b,rhetorical_effectiveness_con,rhetorical_effectiveness_pro
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f,prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,claude-sonnet-4-6-0K,seed-2.0-pro,debprot_af97c62f876a,False,gemini-3.1-pro-preview,4,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,pro,con,A,pro,claude-sonnet-4-6-0K,2.4,2.4,1.9999999999999998,0,0.8333333333333333,ok,60,1.8,1.5,2.4,,8,"PRO won by establishing a dominant structural framing (""capability vs. policy"") that effectively neutralized CON's split-key safeguard model. Furthermore, CON explicitly mischaracterized PRO's answer regarding alternative location-tracking tools, falsely claiming a concession, which severely damaged CON's credibility on the child-safety clash.","PRO's Rebuttal 2 (A2) decisively won the authoritarian-compulsion clash by clarifying the catastrophic legal and technical difference between a company truthfully stating ""no key exists"" versus ""we have a key but our policy says no.""",True,,0,prompt_file,9,6,6,9,9,6,6,9,8,7,7,8,9,5,5,9,9,7,7,9
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f,prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,claude-sonnet-4-6-0K,seed-2.0-pro,debprot_af97c62f876a,False,kimi-k2.6,16,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/kimi-k2.6/prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/kimi-k2.6/prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,con,pro,B,pro,claude-sonnet-4-6-0K,-1.5,1.5,1.5,0,1.0,ok,78,1.5,1.5,1.5,,7,"Side B won because its central structural argument—that a backdoor creates a technical capability that necessarily outlasts any policy guardrail, making ""no key exists"" the only robust security guarantee—remained decisive after the full exchange. Side A proposed a sophisticated split-key framework, but never overcame B's challenge that sovereign jurisdictions could eventually compel local custodians or subsidiaries to comply, collapsing the policy layer while the architecture endured. B also effectively neutralized A's strongest emotional appeal by showing that single-case rescue scenarios prove too much and that systemic infrastructure compromise would endanger more vulnerable people overall. Side A further damaged its credibility by misdescribing B's stance on traditional investigations as a concession.","Side B's Rebuttal 2 distinction between ""no key exists"" and ""a key exists but policy says no,"" exposing why geofencing works for data refusal but fails when the capability is architecturally embedded, and why split-key promises collapse under sovereign legal compulsion.",True,,0,prompt_file,6,8,6,8,6,7,6,7,5,7,5,7,6,8,6,8,6,8,6,8
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f,prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,claude-sonnet-4-6-0K,seed-2.0-pro,debprot_af97c62f876a,False,qwen3.6-max-preview,6,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/qwen3.6-max-preview/prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/qwen3.6-max-preview/prop_0001__claude-sonnet-4-6-0K__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,pro,con,A,pro,claude-sonnet-4-6-0K,2.0,2.0,2.0,0,1.0,ok,150,1.5,1.5,2.0,,7,"Side A won by cleanly isolating the decisive clash: the difference between mathematical impossibility (""no key exists"") and fragile policy guardrails (""a key exists but policy says no""). A effectively dismantled B's reliance on split-key frameworks and legal structures like GDPR, correctly noting that sovereign compulsion and jurisdictional overrides routinely bypass corporate policy once a technical capability exists. A also handled the ""abducted child"" pressure honestly by explaining multi-threaded investigations and net safety, while B overclaimed a concession and relied on optimistic assumptions about bureaucratic controls stopping authoritarian abuse. A's progression across rounds was sharper, and its closing crystallized the structural reality that outlasted B's procedural promises.","Side A's response to the geofencing and authoritarian pressure (Turn 7 A2 and Turn 9), which decisively separated technical capability from policy constraints. A showed that ""we have a key but policy says no"" collapses under sovereign compulsion, whereas true end-to-end encryption offers a mathematically robust defense that no court order can bypass, effectively neutralizing B's core safeguard mechanism.",True,,0,prompt_file,8,6,6,8,8,5,5,8,6,6,6,6,8,6,6,8,8,7,7,8
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f,prop_0001__ernie-5.1__seed-2.0-pro__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,ernie-5.1,seed-2.0-pro,debprot_af97c62f876a,False,claude-sonnet-4-6-adaptive,2,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/claude-sonnet-4-6-adaptive/prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/claude-sonnet-4-6-adaptive/prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,con,pro,B,pro,ernie-5.1,-1.0,1.0,1.0,0,1.0,ok,13,1.5,1.5,1.0,,7,"Both sides competed closely, but B edges out A on the strength of one decisive unanswered argument. A's strongest move was framing the motion as demanding an absolute, permanent ban and arguing that audited threshold-access systems, modeled on 50 years of telephone wiretap infrastructure, could provide a workable middle ground. This framing was smart and ran throughout the debate. However, B answered it directly in Rebuttal 2 (answering A's Q2) with the architectural distinction: telephone wiretaps tap a centralized carrier pipe, so a breach leaks one conversation; E2E encryption is decentralized and device-embedded, so weakening the cryptographic protocol exposes every message on every device everywhere. This is a technically grounded and genuinely important distinction that fundamentally undermines the wiretap analogy A relied on. A never engaged with this distinction in the second rebuttal—A simply reasserted the 50-year track record without explaining why the architecture is comparable. That is a real unanswered live point. B also repeatedly argued that alternative tools (metadata, targeted exploits, AI image detection) already solve most child-exploitation cases without breaking encryption, directly deflating A's most emotionally powerful appeal; A never challenged this claim on the merits. A scores strongly on motion framing, emotional weight, and the closing's rhetorical punch (""we cannot bring back a dead child""), but rhetoric only helps when the underlying argument survives. The architectural distinction means A's middle-ground solution is not available in the way A asserted, removing the basis for the ""why impose a permanent ban?"" challenge. B's examples (DigiNotar, Colonial Pipeline, Snowden) are somewhat loosely applied and do not all specifically involve law-enforcement backdoors, which prevents B from running away with the debate, but the architectural argument stands independently of those examples. The net result is a clear but competitive win for B.","B's answer to A's Q2 in Rebuttal 2 (B4.3–B4.4): B explained that telephone wiretap infrastructure works by intercepting a centralized carrier pipe, so a breach is local and bounded, while E2E encryption is decentralized and device-embedded, meaning any backdoor weakens the cryptographic protocol across every device simultaneously. A never answered this distinction, leaving B's core anti-analogy standing and undermining A's entire ""proven middle ground"" case.",True,,0,prompt_file,7,7,7,7,6,6,6,6,7,7,7,7,6,7,6,7,8,7,8,7
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f,prop_0001__ernie-5.1__seed-2.0-pro__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,ernie-5.1,seed-2.0-pro,debprot_af97c62f876a,False,gemini-3.1-pro-preview,4,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,con,pro,B,pro,ernie-5.1,-1.5,1.5,1.25,0,0.8333333333333333,ok,60,1.8,1.5,1.5,,8,"Side B won by decisively dismantling Side A's core 'threshold access' mechanism. By clearly explaining the architectural difference between centralized telephone wiretaps and decentralized end-to-end encryption, Side B successfully proved that A's proposed middle ground was technically unworkable, leaving Side A's moral weighing without a safe implementation path.","Side B's Rebuttal 2 (A2) masterfully explained that wiretaps intercept a centralized pipe while E2EE backdoors require weakening the underlying protocol, cleanly invalidating Side A's primary 50-year historical analogy.",True,,0,prompt_file,7,8,7,8,7,8,7,8,7,8,7,8,7,9,7,9,8,8,8,8
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f,prop_0001__ernie-5.1__seed-2.0-pro__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,ernie-5.1,seed-2.0-pro,debprot_af97c62f876a,False,gpt-5.5-high,1,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/gpt-5.5-high/prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/gpt-5.5-high/prop_0001__ernie-5.1__seed-2.0-pro__s0__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,con,pro,B,pro,ernie-5.1,-1.5,1.5,1.6071428571428572,0,1.0714285714285714,ok,18,1.4,1.5,1.5,,7,"Side B won by making the decisive technical comparison clearer: end-to-end encryption backdoors are not analogous to ordinary telephone wiretaps because they create a broader, decentralized attack surface. Side A’s absolute-ban framing and child-safety weighing were forceful, but it never adequately explained how its threshold-access model would avoid becoming a systemic cryptographic vulnerability. Side B’s evidence was imperfect and sometimes loosely related, but its core risk comparison survived better.",Side B’s second rebuttal distinguishing centralized phone wiretaps from E2E encryption most directly damaged Side A’s main “audited threshold access” route to victory.,True,,0,prompt_file,6,7,6,7,5,6,5,6,6,6,6,6,6,8,6,8,8,7,8,7
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f,prop_0001__gpt-5.5-high__hy3-preview-high__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,gpt-5.5-high,hy3-preview-high,debprot_af97c62f876a,True,gemini-3.1-pro-preview,4,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,con,pro,B,pro,gpt-5.5-high,-1.5,1.5,1.25,0,0.8333333333333333,ok,60,1.8,1.5,1.5,,8,"Side B won by successfully distinguishing between authorization (who is allowed to use a backdoor) and architecture (the fact that the backdoor must exist). Side A's defense relied on the brittle claim that a multi-party approval system makes unauthorized access ""mathematically impossible,"" which Side B decisively exposed as ""institutional trust wrapped around a technical capability.""","Side B's Rebuttal 2 and Closing framing that Side A's safeguards merely describe ""who may press the button"" while the debate is about ""whether the button should exist.""",True,,0,prompt_file,7,8,7,8,6,8,6,8,7,7,7,7,7,9,7,9,8,7,8,7
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f,prop_0001__gpt-5.5-high__hy3-preview-high__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,gpt-5.5-high,hy3-preview-high,debprot_af97c62f876a,True,kimi-k2.6,16,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/kimi-k2.6/prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/kimi-k2.6/prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,con,pro,B,pro,gpt-5.5-high,-1.6,1.6,1.6,0,1.0,ok,78,1.5,1.5,1.6,,7,"Side B (PRO) won by exposing the irreconcilable tension between targeted access and systemic architecture. Side A (CON) never overcame the central challenge that if a platform can decrypt communications without a user’s key, the access capability exists as a structural vulnerability regardless of governance layers. CON’s repeated insistence that multi-stakeholder approval makes abuse ""mathematically impossible"" was brittle overconfidence that PRO effectively framed as institutional trust masking a technical backdoor. PRO also landed the evasion argument: the highest-risk targets can flee to noncompliant tools, leaving mainstream users to bear the security costs for partial investigative gains. PRO’s closing crystallized the debate around the architecture/authorization distinction, while CON’s closing merely restated assertions. Side B created the cleaner, more durable route to victory.","Side B’s Rebuttal 1 and Rebuttal 2 dismantling of the ""governance solves the technical problem"" claim, particularly the argument that split keys and audit trails regulate who may use a backdoor but do not eliminate the backdoor’s existence as an exploitable access path.",True,,0,prompt_file,5,8,5,8,4,8,4,8,5,8,5,8,5,8,5,8,6,8,6,8
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f,prop_0001__gpt-5.5-high__hy3-preview-high__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,gpt-5.5-high,hy3-preview-high,debprot_af97c62f876a,True,qwen3.6-max-preview,6,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/qwen3.6-max-preview/prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/qwen3.6-max-preview/prop_0001__gpt-5.5-high__hy3-preview-high__s1__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,pro,con,A,pro,gpt-5.5-high,1.5,1.5,1.5,0,1.0,ok,150,1.5,1.5,1.5,,8,"Side A won by consistently separating technical architecture from legal authorization, exposing Side B’s safeguard claims as institutionally dependent rather than mathematically secure. A’s framing (“who may press the button vs whether it should exist”) crystallized the clash, while B’s repeated appeals to “mathematically impossible” access controls felt brittle and overconfident for a closed-book exchange. A also provided cleaner weighing: structural, systemic risk imposed on all users versus a partial, evadable investigative benefit that determined offenders can bypass. Both sides followed format and answered pressure questions directly, but A’s rebuttals materially damaged B’s live route to victory and left a clearer, more epistemically disciplined path to the ballot.","Side A’s Rebuttal 2 and Closing dismantled Side B’s core safeguard argument by showing that multi-party approval and audit trails govern when an access path is used, but do not erase the existence of the path itself. A’s “button” metaphor and emphasis on post-hoc audits failing to restore leaked data or protect exposed dissidents directly neutralized B’s claim of technical impossibility and shifted the weighing decisively toward systemic architectural risk.",True,,0,prompt_file,8,7,7,8,9,6,6,9,8,6,6,8,9,7,7,9,9,7,7,9
judge_active_20260430a,judge_active_20260430a,placement_active_20260320f,prop_0001__hy3-preview-high__gpt-5.5-high__s0__tpl_placement_active_20260320f,prop_0001__gpt-5.5-high__hy3-preview-high__tpl_placement_active_20260320f,prop_0001,Countries should ban end-to-end encryption backdoors for law enforcement even if it limits counterterrorism and child-safety investigations.,hy3-preview-high,gpt-5.5-high,debprot_af97c62f876a,False,gemini-3.1-pro-preview,4,/mnt/r/debate-data/judgments/judge_prompts/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__hy3-preview-high__gpt-5.5-high__s0__tpl_placement_active_20260320f.txt,/mnt/r/debate-data/judgments/raw_judge_outputs/judge_active_20260430a/gemini-3.1-pro-preview/prop_0001__hy3-preview-high__gpt-5.5-high__s0__tpl_placement_active_20260320f.txt,judprot_1c6058ad2d73,con,pro,A,con,gpt-5.5-high,1.8,-1.8,-1.5,0,0.8333333333333333,ok,60,1.8,1.5,1.8,,8,"Side A wins by effectively leveraging the motion's absolute nature. A exposes B's burden to prove that *all* lawful-access designs are inevitable platform-wide catastrophes that outweigh any amount of preventable harm. B bites the bullet that ""no level of preventable harm"" justifies access, which A expertly frames as an indefensible absolutism against victims.","A's Rebuttal 2 was decisive, systematically dismantling B's answers to the pressure questions by highlighting that B's ""no level of preventable harm"" stance is a precommitment against victims, and exposing B's failure to differentiate between scoped device-layer access and a universal master key.",True,,0,prompt_file,8,6,8,6,7,6,7,6,8,5,8,5,9,6,9,6,9,6,9,6
